14
18
 0
10
13
 2
11
16
15
16
22
13
20
14
 4
15
14
17
 0
21
10
15
16
33
 4
17
39
22
 1
22
14
 6
22
 4
25
16
 5
 5
24
 3
 3
16
19
29
18
 3
 2
16
17
15
12
15
27
22
 4
24
37
21
30
20
 5
 0
 8
13
19
 4
 7
19
26
12
20
 9
10
23
28
14
 1
 5
41
20
 4
10
16
25
23
13
13
25
16
24
26
19
10
24
13
13
40
 5
12
 2
